positive  	UNI_food:1 UNI_excellent:1 UNI_every:1 UNI_chance:1 UNI_get:3 UNI_eat:1 UNI_early:1 UNI_always:1 UNI_crowded:1 BIGRAM_food_excellent:1 BIGRAM_excellent_every:1 BIGRAM_every_chance:1 BIGRAM_chance_get:1 BIGRAM_get_eat:1 BIGRAM_eat_get:1 BIGRAM_get_early:1 BIGRAM_early_always:1 BIGRAM_always_crowded:1 
negative  	UNI_people:1 UNI_friendly:1 UNI_however:1 UNI_sushi:1 UNI_chef:1 UNI_made:3 UNI_2:3 UNI_mistakes:1 UNI_orders:1 UNI_food:1 UNI_tasted:1 UNI_old:1 UNI_probably:1 UNI_go:1 UNI_back:1 BIGRAM_people_friendly:1 BIGRAM_friendly_however:1 BIGRAM_however_sushi:1 BIGRAM_sushi_chef:1 BIGRAM_chef_made:1 BIGRAM_made_2:1 BIGRAM_2_mistakes:1 BIGRAM_mistakes_2:1 BIGRAM_2_orders:1 BIGRAM_orders_made:1 BIGRAM_made_food:1 BIGRAM_food_tasted:1 BIGRAM_tasted_old:1 BIGRAM_old_probably:1 BIGRAM_probably_go:1 BIGRAM_go_back:1 
negative  	UNI_outrageously:1 UNI_priced:3 UNI_restaurant:1 UNI_reasonably:1 UNI_wines:1 UNI_menu:1 UNI_dinner:1 UNI_two:1 UNI_one:1 UNI_cheapest:1 UNI_bottles:1 UNI_wine:3 UNI_set:1 UNI_back:1 UNI_365.00:1 UNI_pour:1 UNI_said:1 UNI_guess:1 UNI_give:1 UNI_f:1 UNI_service:1 UNI_dc:1 UNI_looking:1 UNI_great:1 UNI_place:1 UNI_eat:1 UNI_recommend:1 UNI_look:1 UNI_elsewhere:1 UNI_dine:1 UNI_marcel:1 UNI_'s:1 UNI_ever:1 BIGRAM_outrageously_priced:1 BIGRAM_priced_restaurant:1 BIGRAM_restaurant_reasonably:1 BIGRAM_reasonably_priced:1 BIGRAM_priced_wines:1 BIGRAM_wines_menu:1 BIGRAM_menu_dinner:1 BIGRAM_dinner_two:1 BIGRAM_two_one:1 BIGRAM_one_cheapest:1 BIGRAM_cheapest_bottles:1 BIGRAM_bottles_wine:1 BIGRAM_wine_set:1 BIGRAM_set_back:1 BIGRAM_back_365.00:1 BIGRAM_365.00_pour:1 BIGRAM_pour_wine:1 BIGRAM_wine_said:1 BIGRAM_said_guess:1 BIGRAM_guess_give:1 BIGRAM_give_f:1 BIGRAM_f_service:1 BIGRAM_service_dc:1 BIGRAM_dc_looking:1 BIGRAM_looking_great:1 BIGRAM_great_place:1 BIGRAM_place_eat:1 BIGRAM_eat_recommend:1 BIGRAM_recommend_look:1 BIGRAM_look_elsewhere:1 BIGRAM_elsewhere_dine:1 BIGRAM_dine_marcel:1 BIGRAM_marcel_'s:1 BIGRAM_'s_ever:1 
negative  	UNI_real:1 UNI_welcome:1 UNI_departure:1 UNI_ithaca:1 UNI_strikingly:1 UNI_modern:1 UNI_dedor:1 UNI_creative:1 UNI_menu:1 UNI_paradoxically:1 UNI_includes:1 UNI_far:1 UNI_away:1 UNI_best:1 UNI_burger:1 UNI_town:1 UNI_locals:1 UNI_may:1 UNI_find:1 UNI_tad:1 UNI_pricey:1 UNI_thought:1 UNI_compared:1 UNI_favorably:1 UNI_pangea:1 UNI_madeline:1 UNI_'s:1 UNI_et:1 UNI_al:1 UNI_try:1 BIGRAM_real_welcome:1 BIGRAM_welcome_departure:1 BIGRAM_departure_ithaca:1 BIGRAM_ithaca_strikingly:1 BIGRAM_strikingly_modern:1 BIGRAM_modern_dedor:1 BIGRAM_dedor_creative:1 BIGRAM_creative_menu:1 BIGRAM_menu_paradoxically:1 BIGRAM_paradoxically_includes:1 BIGRAM_includes_far:1 BIGRAM_far_away:1 BIGRAM_away_best:1 BIGRAM_best_burger:1 BIGRAM_burger_town:1 BIGRAM_town_locals:1 BIGRAM_locals_may:1 BIGRAM_may_find:1 BIGRAM_find_tad:1 BIGRAM_tad_pricey:1 BIGRAM_pricey_thought:1 BIGRAM_thought_compared:1 BIGRAM_compared_favorably:1 BIGRAM_favorably_pangea:1 BIGRAM_pangea_madeline:1 BIGRAM_madeline_'s:1 BIGRAM_'s_et:1 BIGRAM_et_al:1 BIGRAM_al_try:1 
negative  	UNI_restaurant:1 UNI_food:1 UNI_cold:1 UNI_tasteless:1 UNI_took:1 UNI_long:1 UNI_served:1 UNI_could:1 UNI_get:1 UNI_beverage:1 UNI_refill:1 UNI_waitress:1 UNI_slow:1 UNI_bringing:1 UNI_check:1 BIGRAM_restaurant_food:1 BIGRAM_food_cold:1 BIGRAM_cold_tasteless:1 BIGRAM_tasteless_took:1 BIGRAM_took_long:1 BIGRAM_long_served:1 BIGRAM_served_could:1 BIGRAM_could_get:1 BIGRAM_get_beverage:1 BIGRAM_beverage_refill:1 BIGRAM_refill_waitress:1 BIGRAM_waitress_slow:1 BIGRAM_slow_bringing:1 BIGRAM_bringing_check:1 
negative  	UNI_valet:1 UNI_parking:1 UNI_employee:1 UNI_parked:1 UNI_vehicle:3 UNI_never:1 UNI_locked:1 UNI_someone:1 UNI_helped:1 UNI_everything:1 UNI_right:1 UNI_christmas:1 UNI_course:1 UNI_presents:1 UNI_along:1 UNI_military:1 UNI_dog:1 UNI_tags:1 UNI_cell:1 UNI_phone:1 UNI_husbands:1 UNI_company:1 UNI_cd:1 UNI_'s:3 UNI_owner:1 UNI_isnt:1 UNI_offering:1 UNI_anything:1 UNI_says:1 UNI_responsible.the:1 UNI_food:3 UNI_bad:1 UNI_service:1 UNI_ok:1 UNI_far:1 UNI_dining:1 UNI_experience:1 UNI_much:1 UNI_charge:1 UNI_beverages:1 UNI_really:1 UNI_worth:1 BIGRAM_valet_parking:1 BIGRAM_parking_employee:1 BIGRAM_employee_parked:1 BIGRAM_parked_vehicle:1 BIGRAM_vehicle_never:1 BIGRAM_never_locked:1 BIGRAM_locked_someone:1 BIGRAM_someone_helped:1 BIGRAM_helped_everything:1 BIGRAM_everything_vehicle:1 BIGRAM_vehicle_right:1 BIGRAM_right_christmas:1 BIGRAM_christmas_course:1 BIGRAM_course_presents:1 BIGRAM_presents_along:1 BIGRAM_along_military:1 BIGRAM_military_dog:1 BIGRAM_dog_tags:1 BIGRAM_tags_cell:1 BIGRAM_cell_phone:1 BIGRAM_phone_husbands:1 BIGRAM_husbands_company:1 BIGRAM_company_cd:1 BIGRAM_cd_'s:1 BIGRAM_'s_owner:1 BIGRAM_owner_isnt:1 BIGRAM_isnt_offering:1 BIGRAM_offering_anything:1 BIGRAM_anything_says:1 BIGRAM_says_'s:1 BIGRAM_'s_responsible.the:1 BIGRAM_responsible.the_food:1 BIGRAM_food_bad:1 BIGRAM_bad_service:1 BIGRAM_service_ok:1 BIGRAM_ok_far:1 BIGRAM_far_dining:1 BIGRAM_dining_experience:1 BIGRAM_experience_much:1 BIGRAM_much_charge:1 BIGRAM_charge_food:1 BIGRAM_food_beverages:1 BIGRAM_beverages_really:1 BIGRAM_really_worth:1 
negative  	UNI_disappointing:1 UNI_experience:1 UNI_money:1 UNI_charged:1 UNI_meat:1 UNI_overcooked:1 UNI_staff:1 UNI_management:1 UNI_friendly:1 UNI_sauces:1 UNI_lacked:1 UNI_real:1 UNI_flavor:1 UNI_never:1 UNI_return:1 UNI_tell:1 UNI_others:1 BIGRAM_disappointing_experience:1 BIGRAM_experience_money:1 BIGRAM_money_charged:1 BIGRAM_charged_meat:1 BIGRAM_meat_overcooked:1 BIGRAM_overcooked_staff:1 BIGRAM_staff_management:1 BIGRAM_management_friendly:1 BIGRAM_friendly_sauces:1 BIGRAM_sauces_lacked:1 BIGRAM_lacked_real:1 BIGRAM_real_flavor:1 BIGRAM_flavor_never:1 BIGRAM_never_return:1 BIGRAM_return_tell:1 BIGRAM_tell_others:1 
negative  	UNI_n't:3 UNI_accept:1 UNI_reservations:1 UNI_take:1 UNI_bribes:1 UNI_three:3 UNI_hour:1 UNI_wait:3 UNI_felt:1 UNI_rushed:3 UNI_eat:1 UNI_waited:1 UNI_hours:1 UNI_20:1 UNI_min:1 UNI_food:1 UNI_pre-cooked:1 UNI_served:1 UNI_cold:1 UNI_staff:1 UNI_rude:1 UNI_allowed:1 UNI_order:1 UNI_appetizer:1 UNI_bar:1 UNI_brought:1 UNI_wrong:1 UNI_one:1 UNI_twice:1 UNI_true:1 UNI_tourist:1 UNI_trap:1 UNI_everyone:1 UNI_saying:1 UNI_worth:1 UNI_believe:1 UNI_hype:1 UNI_wasted:1 UNI_entire:1 UNI_evening:1 UNI_vacation:1 BIGRAM_n't_accept:1 BIGRAM_accept_reservations:1 BIGRAM_reservations_take:1 BIGRAM_take_bribes:1 BIGRAM_bribes_three:1 BIGRAM_three_hour:1 BIGRAM_hour_wait:1 BIGRAM_wait_felt:1 BIGRAM_felt_rushed:1 BIGRAM_rushed_eat:1 BIGRAM_eat_waited:1 BIGRAM_waited_three:1 BIGRAM_three_hours:1 BIGRAM_hours_rushed:1 BIGRAM_rushed_20:1 BIGRAM_20_min:1 BIGRAM_min_food:1 BIGRAM_food_pre-cooked:1 BIGRAM_pre-cooked_served:1 BIGRAM_served_cold:1 BIGRAM_cold_wait:1 BIGRAM_wait_staff:1 BIGRAM_staff_rude:1 BIGRAM_rude_allowed:1 BIGRAM_allowed_order:1 BIGRAM_order_appetizer:1 BIGRAM_appetizer_bar:1 BIGRAM_bar_brought:1 BIGRAM_brought_wrong:1 BIGRAM_wrong_one:1 BIGRAM_one_twice:1 BIGRAM_twice_true:1 BIGRAM_true_tourist:1 BIGRAM_tourist_trap:1 BIGRAM_trap_everyone:1 BIGRAM_everyone_saying:1 BIGRAM_saying_wait:1 BIGRAM_wait_worth:1 BIGRAM_worth_n't:1 BIGRAM_n't_believe:1 BIGRAM_believe_hype:1 BIGRAM_hype_wasted:1 BIGRAM_wasted_entire:1 BIGRAM_entire_evening:1 BIGRAM_evening_vacation:1 
negative  	UNI_great:1 UNI_made:1 UNI_order:1 UNI_breakfast:1 UNI_spot:1 UNI_extensive:1 UNI_selection:1 UNI_omelettes:1 UNI_skillets:1 UNI_pancakes:1 UNI_waffles:1 UNI_often:1 UNI_short:1 UNI_wait:1 UNI_table:1 UNI_lunch:1 UNI_also:1 UNI_served:1 UNI_big:1 UNI_assortment:1 UNI_gourmet:1 UNI_sandwich:1 UNI_creations:1 UNI_wine:1 UNI_beer:1 UNI_available:1 BIGRAM_great_made:1 BIGRAM_made_order:1 BIGRAM_order_breakfast:1 BIGRAM_breakfast_spot:1 BIGRAM_spot_extensive:1 BIGRAM_extensive_selection:1 BIGRAM_selection_omelettes:1 BIGRAM_omelettes_skillets:1 BIGRAM_skillets_pancakes:1 BIGRAM_pancakes_waffles:1 BIGRAM_waffles_often:1 BIGRAM_often_short:1 BIGRAM_short_wait:1 BIGRAM_wait_table:1 BIGRAM_table_lunch:1 BIGRAM_lunch_also:1 BIGRAM_also_served:1 BIGRAM_served_big:1 BIGRAM_big_assortment:1 BIGRAM_assortment_gourmet:1 BIGRAM_gourmet_sandwich:1 BIGRAM_sandwich_creations:1 BIGRAM_creations_wine:1 BIGRAM_wine_beer:1 BIGRAM_beer_available:1 
negative  	UNI_one:3 UNI_word:1 UNI_e:3 UNI_x:1 UNI_p:1 UNI_n:1 UNI_v:1 UNI_denny:3 UNI_'s:3 UNI_come:1 UNI_u.s.:1 UNI_time:3 UNI_never:3 UNI_gouged:1 UNI_like:1 UNI_ordered:3 UNI_breakfast:1 UNI_3:1 UNI_grand:1 UNI_slams:1 UNI_coffee:1 UNI_bill:1 UNI_tax:1 UNI_tip:1 UNI_mismomer:1 UNI_didnt:1 UNI_leave:3 UNI_service:1 UNI_pathetic:1 UNI_42:1 UNI_yes:1 UNI_4:1 UNI_followed:1 UNI_2:1 UNI_canadian:1 UNI_dollars:1 UNI_30:1 UNI_us:3 UNI_'ll:3 UNI_go:1 UNI_niagara:1 UNI_area:1 UNI_ever:1 UNI_also:1 UNI_checked:1 UNI_another:3 UNI_near:1 UNI_hilton:3 UNI_hotel:1 UNI_told:3 UNI_owned:1 UNI_exactly:1 UNI_expensive:1 UNI_menu:1 UNI_prices:1 UNI_eat:1 UNI_lundy:1 UNI_lane:1 UNI_seeing:1 UNI_two:1 UNI_would:1 UNI_n't:3 UNI_waste:1 UNI_checking:1 UNI_oh:1 UNI_almost:1 UNI_forgot:1 UNI_food:1 UNI_horrid:1 UNI_eggs:1 UNI_cook:3 UNI_could:1 UNI_way:1 UNI_asked:1 UNI_excuse:1 UNI_kind:1 UNI_ca:1 UNI_poach:1 UNI_egg:1 UNI_crying:1 UNI_loud:1 UNI_politely:1 UNI_take:1 UNI_unless:1 UNI_wanted:3 UNI_reorder:1 UNI_pay:1 UNI_well:1 UNI_last:1 UNI_straw:1 UNI_ate:1 UNI_ran:1 UNI_probably:1 UNI_anyway:1 BIGRAM_one_word:1 BIGRAM_word_e:1 BIGRAM_e_x:1 BIGRAM_x_p:1 BIGRAM_p_e:1 BIGRAM_e_n:1 BIGRAM_n_v:1 BIGRAM_v_e:1 BIGRAM_e_denny:1 BIGRAM_denny_'s:3 BIGRAM_'s_come:1 BIGRAM_come_denny:1 BIGRAM_'s_u.s.:1 BIGRAM_u.s._time:1 BIGRAM_time_never:1 BIGRAM_never_gouged:1 BIGRAM_gouged_like:1 BIGRAM_like_ordered:1 BIGRAM_ordered_breakfast:1 BIGRAM_breakfast_3:1 BIGRAM_3_grand:1 BIGRAM_grand_slams:1 BIGRAM_slams_coffee:1 BIGRAM_coffee_bill:1 BIGRAM_bill_tax:1 BIGRAM_tax_tip:1 BIGRAM_tip_mismomer:1 BIGRAM_mismomer_didnt:1 BIGRAM_didnt_leave:1 BIGRAM_leave_one:1 BIGRAM_one_service:1 BIGRAM_service_pathetic:1 BIGRAM_pathetic_42:1 BIGRAM_42_yes:1 BIGRAM_yes_'s:1 BIGRAM_'s_4:1 BIGRAM_4_followed:1 BIGRAM_followed_2:1 BIGRAM_2_canadian:1 BIGRAM_canadian_dollars:1 BIGRAM_dollars_30:1 BIGRAM_30_us:1 BIGRAM_us_'ll:1 BIGRAM_'ll_never:1 BIGRAM_never_go:1 BIGRAM_go_denny:1 BIGRAM_'s_niagara:1 BIGRAM_niagara_area:1 BIGRAM_area_ever:1 BIGRAM_ever_also:1 BIGRAM_also_checked:1 BIGRAM_checked_another:1 BIGRAM_another_one:1 BIGRAM_one_near:1 BIGRAM_near_hilton:1 BIGRAM_hilton_hotel:1 BIGRAM_hotel_told:1 BIGRAM_told_owned:1 BIGRAM_owned_hilton:1 BIGRAM_hilton_exactly:1 BIGRAM_exactly_expensive:1 BIGRAM_expensive_menu:1 BIGRAM_menu_prices:1 BIGRAM_prices_'ll:1 BIGRAM_'ll_eat:1 BIGRAM_eat_hilton:1 BIGRAM_hilton_another:1 BIGRAM_another_denny:1 BIGRAM_'s_lundy:1 BIGRAM_lundy_'s:1 BIGRAM_'s_lane:1 BIGRAM_lane_seeing:1 BIGRAM_seeing_two:1 BIGRAM_two_would:1 BIGRAM_would_n't:1 BIGRAM_n't_waste:1 BIGRAM_waste_time:1 BIGRAM_time_checking:1 BIGRAM_checking_oh:1 BIGRAM_oh_almost:1 BIGRAM_almost_forgot:1 BIGRAM_forgot_food:1 BIGRAM_food_horrid:1 BIGRAM_horrid_eggs:1 BIGRAM_eggs_ordered:1 BIGRAM_ordered_told:1 BIGRAM_told_cook:1 BIGRAM_cook_could:1 BIGRAM_could_n't:1 BIGRAM_n't_way:1 BIGRAM_way_asked:1 BIGRAM_asked_excuse:1 BIGRAM_excuse_kind:1 BIGRAM_kind_cook:1 BIGRAM_cook_ca:1 BIGRAM_ca_n't:1 BIGRAM_n't_poach:1 BIGRAM_poach_egg:1 BIGRAM_egg_crying:1 BIGRAM_crying_loud:1 BIGRAM_loud_politely:1 BIGRAM_politely_told:1 BIGRAM_told_take:1 BIGRAM_take_leave:1 BIGRAM_leave_unless:1 BIGRAM_unless_wanted:1 BIGRAM_wanted_reorder:1 BIGRAM_reorder_pay:1 BIGRAM_pay_well:1 BIGRAM_well_last:1 BIGRAM_last_straw:1 BIGRAM_straw_ate:1 BIGRAM_ate_ran:1 BIGRAM_ran_probably:1 BIGRAM_probably_wanted:1 BIGRAM_wanted_us:1 BIGRAM_us_anyway:1 
negative  	UNI_sure:1 UNI_happened:1 UNI_service:1 UNI_lousy:1 UNI_food:1 UNI_worse:1 UNI_cook:1 UNI_ca:1 UNI_n't:1 UNI_get:1 UNI_order:1 UNI_cooked:1 UNI_right:1 UNI_return:1 BIGRAM_sure_happened:1 BIGRAM_happened_service:1 BIGRAM_service_lousy:1 BIGRAM_lousy_food:1 BIGRAM_food_worse:1 BIGRAM_worse_cook:1 BIGRAM_cook_ca:1 BIGRAM_ca_n't:1 BIGRAM_n't_get:1 BIGRAM_get_order:1 BIGRAM_order_cooked:1 BIGRAM_cooked_right:1 BIGRAM_right_return:1 
negative  	UNI_probably:1 UNI_go:3 UNI_restaurant:3 UNI_years:1 UNI_get:1 UNI_great:1 UNI_service:1 UNI_'m:1 UNI_going:3 UNI_put:1 UNI_story:3 UNI_online:1 UNI_mail:1 UNI_owner:1 UNI_went:3 UNI_months:1 UNI_back:3 UNI_found:3 UNI_roach:1 UNI_head:1 UNI_salad:1 UNI_red-headed:1 UNI_manager:3 UNI_clearly:1 UNI_handled:1 UNI_problem:1 UNI_less:1 UNI_seriously:1 UNI_way:3 UNI_polite:1 UNI_took:1 UNI_15:3 UNI_5:1 UNI_standard:1 UNI_comp:1 UNI_meal:3 UNI_health:1 UNI_code:1 UNI_issue:1 UNI_would:3 UNI_happy:1 UNI_offered:1 UNI_free:1 UNI_dessert:1 UNI_top:1 UNI_paying:1 UNI_gave:3 UNI_bill:1 UNI_told:1 UNI_wanted:3 UNI_fix:1 UNI_ticket:1 UNI_caused:1 UNI_scene:1 UNI_knew:1 UNI_exactly:1 UNI_meant:1 UNI_comped:1 UNI_place:1 UNI_second:1 UNI_chance:1 UNI_encountered:1 UNI_nasty:1 UNI_looks:1 UNI_catty:1 UNI_attitude:1 UNI_staff:1 UNI_top-notch:1 UNI_even:1 UNI_sat:1 UNI_table:1 UNI_blonde:1 UNI_friend:1 UNI_coworker:1 UNI_could:1 UNI_n't:1 UNI_tell:1 UNI_retold:1 UNI_ridiculous:1 UNI_doubt:1 UNI_realized:1 UNI_loud:1 UNI_looked:1 UNI_sneer:1 UNI_laughed:1 UNI_minute:1 UNI_passed:1 UNI_spend:1 UNI_time:1 UNI_around:1 UNI_kind:1 UNI_immature:1 UNI_behavior:1 UNI_'d:1 UNI_high:1 UNI_school:1 UNI_normally:1 UNI_handle:1 UNI_problems:1 UNI_directly:1 UNI_person:1 UNI_work:1 UNI_like:1 UNI_adult:1 UNI_'ve:1 UNI_already:1 UNI_tried:1 UNI_case:1 UNI_dealing:1 UNI_grown-up:1 BIGRAM_probably_go:1 BIGRAM_go_restaurant:1 BIGRAM_restaurant_years:1 BIGRAM_years_get:1 BIGRAM_get_great:1 BIGRAM_great_service:1 BIGRAM_service_'m:1 BIGRAM_'m_going:1 BIGRAM_going_put:1 BIGRAM_put_story:1 BIGRAM_story_online:1 BIGRAM_online_mail:1 BIGRAM_mail_owner:1 BIGRAM_owner_went:1 BIGRAM_went_months:1 BIGRAM_months_back:1 BIGRAM_back_found:1 BIGRAM_found_roach:1 BIGRAM_roach_head:1 BIGRAM_head_salad:1 BIGRAM_salad_red-headed:1 BIGRAM_red-headed_manager:1 BIGRAM_manager_clearly:1 BIGRAM_clearly_handled:1 BIGRAM_handled_problem:1 BIGRAM_problem_less:1 BIGRAM_less_seriously:1 BIGRAM_seriously_went:1 BIGRAM_went_way:1 BIGRAM_way_polite:1 BIGRAM_polite_took:1 BIGRAM_took_15:1 BIGRAM_15_5:1 BIGRAM_5_standard:1 BIGRAM_standard_restaurant:1 BIGRAM_restaurant_comp:1 BIGRAM_comp_meal:1 BIGRAM_meal_health:1 BIGRAM_health_code:1 BIGRAM_code_issue:1 BIGRAM_issue_would:1 BIGRAM_would_happy:1 BIGRAM_happy_offered:1 BIGRAM_offered_free:1 BIGRAM_free_dessert:1 BIGRAM_dessert_top:1 BIGRAM_top_15:1 BIGRAM_15_paying:1 BIGRAM_paying_gave:1 BIGRAM_gave_bill:1 BIGRAM_bill_back:1 BIGRAM_back_manager:1 BIGRAM_manager_told:1 BIGRAM_told_wanted:1 BIGRAM_wanted_fix:1 BIGRAM_fix_ticket:1 BIGRAM_ticket_way:1 BIGRAM_way_would:1 BIGRAM_would_caused:1 BIGRAM_caused_scene:1 BIGRAM_scene_knew:1 BIGRAM_knew_exactly:1 BIGRAM_exactly_meant:1 BIGRAM_meant_comped:1 BIGRAM_comped_meal:1 BIGRAM_meal_gave:1 BIGRAM_gave_place:1 BIGRAM_place_second:1 BIGRAM_second_chance:1 BIGRAM_chance_encountered:1 BIGRAM_encountered_nasty:1 BIGRAM_nasty_looks:1 BIGRAM_looks_catty:1 BIGRAM_catty_attitude:1 BIGRAM_attitude_staff:1 BIGRAM_staff_top-notch:1 BIGRAM_top-notch_even:1 BIGRAM_even_sat:1 BIGRAM_sat_table:1 BIGRAM_table_blonde:1 BIGRAM_blonde_friend:1 BIGRAM_friend_coworker:1 BIGRAM_coworker_could:1 BIGRAM_could_n't:1 BIGRAM_n't_tell:1 BIGRAM_tell_retold:1 BIGRAM_retold_story:1 BIGRAM_story_ridiculous:1 BIGRAM_ridiculous_doubt:1 BIGRAM_doubt_realized:1 BIGRAM_realized_loud:1 BIGRAM_loud_way:1 BIGRAM_way_looked:1 BIGRAM_looked_sneer:1 BIGRAM_sneer_laughed:1 BIGRAM_laughed_minute:1 BIGRAM_minute_back:1 BIGRAM_back_passed:1 BIGRAM_passed_wanted:1 BIGRAM_wanted_spend:1 BIGRAM_spend_time:1 BIGRAM_time_around:1 BIGRAM_around_kind:1 BIGRAM_kind_immature:1 BIGRAM_immature_behavior:1 BIGRAM_behavior_'d:1 BIGRAM_'d_go:1 BIGRAM_go_back:1 BIGRAM_back_high:1 BIGRAM_high_school:1 BIGRAM_school_normally:1 BIGRAM_normally_handle:1 BIGRAM_handle_problems:1 BIGRAM_problems_going:1 BIGRAM_going_directly:1 BIGRAM_directly_person:1 BIGRAM_person_work:1 BIGRAM_work_like:1 BIGRAM_like_adult:1 BIGRAM_adult_'ve:1 BIGRAM_'ve_already:1 BIGRAM_already_tried:1 BIGRAM_tried_case:1 BIGRAM_case_found:1 BIGRAM_found_dealing:1 BIGRAM_dealing_grown-up:1 
negative  	UNI_'m:1 UNI_sure:1 UNI_idea:1 UNI_looked:1 UNI_good:1 UNI_paper:1 UNI_pass:1 UNI_sushi:1 UNI_well:1 UNI_'re:1 UNI_drunk:1 UNI_wo:1 UNI_n't:1 UNI_care:1 BIGRAM_'m_sure:1 BIGRAM_sure_idea:1 BIGRAM_idea_looked:1 BIGRAM_looked_good:1 BIGRAM_good_paper:1 BIGRAM_paper_pass:1 BIGRAM_pass_sushi:1 BIGRAM_sushi_well:1 BIGRAM_well_'re:1 BIGRAM_'re_drunk:1 BIGRAM_drunk_wo:1 BIGRAM_wo_n't:1 BIGRAM_n't_care:1 
negative  	UNI_worth:3 UNI_waiting:1 UNI_3:1 UNI_months:1 UNI_reservation:1 UNI_rude:1 UNI_service:3 UNI_staff:1 UNI_wine:1 UNI_marked-up:1 UNI_200:1 UNI_food:3 UNI_brought:1 UNI_cold:1 UNI_experience:1 UNI_1300:1 UNI_spent:1 UNI_evening:1 UNI_would:1 UNI_rather:1 UNI_go:1 UNI_cafe:1 UNI_absinthe:1 UNI_better:1 UNI_atmosphere:1 UNI_half:1 UNI_price:1 UNI_unsatisfied:1 UNI_tru:1 BIGRAM_worth_waiting:1 BIGRAM_waiting_3:1 BIGRAM_3_months:1 BIGRAM_months_reservation:1 BIGRAM_reservation_rude:1 BIGRAM_rude_service:1 BIGRAM_service_staff:1 BIGRAM_staff_wine:1 BIGRAM_wine_marked-up:1 BIGRAM_marked-up_200:1 BIGRAM_200_food:1 BIGRAM_food_brought:1 BIGRAM_brought_cold:1 BIGRAM_cold_experience:1 BIGRAM_experience_worth:1 BIGRAM_worth_1300:1 BIGRAM_1300_spent:1 BIGRAM_spent_evening:1 BIGRAM_evening_would:1 BIGRAM_would_rather:1 BIGRAM_rather_go:1 BIGRAM_go_cafe:1 BIGRAM_cafe_absinthe:1 BIGRAM_absinthe_better:1 BIGRAM_better_food:1 BIGRAM_food_service:1 BIGRAM_service_atmosphere:1 BIGRAM_atmosphere_half:1 BIGRAM_half_price:1 BIGRAM_price_unsatisfied:1 BIGRAM_unsatisfied_tru:1 
